"SITE_DOMAIN","AD_FORMAT","DEVICE_TYPE_LABEL","GEO_DMA","CONTENT_GENRE","IMPRESSIONS","PURCHASES","PURCHASE_RATE","YIELD_MULTIPLIER","SUPPORT"
"tmz.com","video","Connected TV","Miami","",376,2,0.00532,1.425,376
"cnn.com","banner","Personal Computer","Atlanta","",761,1,0.00131,0.352,761
"weather.com","native","Connected Device","Chicago","",396,3,0.00758,2.029,396
"techcrunch.com","native","Set Top Box","Atlanta","",411,2,0.00487,1.304,411
"washingtonpost.com","banner","Personal Computer","Chicago","",765,6,0.00784,2.101,765
"washingtonpost.com","video","Set Top Box","New York","",379,0,0.00000,0.000,379
"buzzfeed.com","banner","Phone","Los Angeles","",766,4,0.00522,1.399,766
"foxnews.com","video","Connected Device","Chicago","",398,1,0.00251,0.673,398
"cnn.com","video","Set Top Box","Chicago","",374,1,0.00267,0.716,374
"foxnews.com","banner","Tablet","Dallas-Ft. Worth","",787,0,0.00000,0.000,787
"weather.com","banner","Personal Computer","Dallas-Ft. Worth","",754,3,0.00398,1.066,754
"people.com","banner","Set Top Box","Chicago","",762,1,0.00131,0.351,762
"techcrunch.com","native","Connected Device","Atlanta","",362,1,0.00276,0.740,362
"people.com","banner","Mobile/Tablet","Atlanta","",797,6,0.00753,2.017,797
"nytimes.com","banner","Connected TV","Miami","",793,5,0.00631,1.689,793
"techcrunch.com","native","Phone","Miami","",385,2,0.00520,1.392,385
"washingtonpost.com","native","Tablet","Denver","",402,1,0.00249,0.666,402
"variety.com","video","Phone","New York","",406,1,0.00246,0.660,406
"techcrunch.com","video","Set Top Box","Chicago","",390,2,0.00513,1.374,390
"cnet.com","native","Connected Device","Phoenix","",373,1,0.00268,0.718,373
"techcrunch.com","video","Connected TV","Miami","",366,3,0.00820,2.196,366
"cnn.com","video","Mobile/Tablet","Phoenix","",346,2,0.00578,1.548,346
"weather.com","banner","Phone","Chicago","",761,3,0.00394,1.056,761
"cnet.com","native","Connected Device","Atlanta","",393,1,0.00255,0.682,393
"techcrunch.com","video","Mobile/Tablet","Denver","",395,2,0.00506,1.356,395
"theverge.com","banner","Connected TV","Atlanta","",763,3,0.00393,1.053,763
"weather.com","banner","Mobile/Tablet","Los Angeles","",759,3,0.00395,1.059,759
"bbc.com","video","Tablet","Atlanta","",386,3,0.00777,2.082,386
"cnn.com","banner","Connected TV","Denver","",734,0,0.00000,0.000,734
"techcrunch.com","video","Phone","Miami","",366,0,0.00000,0.000,366
"espn.com","video","Set Top Box","Miami","",389,0,0.00000,0.000,389
"foxnews.com","banner","Phone","Dallas-Ft. Worth","",792,1,0.00126,0.338,792
"buzzfeed.com","native","Personal Computer","Chicago","",402,0,0.00000,0.000,402
"weather.com","video","Connected Device","New York","",407,1,0.00246,0.658,407
"techcrunch.com","banner","Connected TV","Philadelphia","",760,3,0.00395,1.057,760
"forbes.com","banner","Connected TV","Phoenix","",780,7,0.00897,2.404,780
"espn.com","video","Set Top Box","Dallas-Ft. Worth","",411,0,0.00000,0.000,411
"buzzfeed.com","banner","Mobile/Tablet","Chicago","",781,4,0.00512,1.372,781
"weather.com","video","Personal Computer","Los Angeles","",393,3,0.00763,2.045,393
"weather.com","native","Phone","Phoenix","",373,1,0.00268,0.718,373
"techcrunch.com","video","Connected Device","Dallas-Ft. Worth","",341,4,0.01173,3.142,341
"cnn.com","native","Connected TV","Atlanta","",344,0,0.00000,0.000,344
"variety.com","video","Connected TV","Denver","",367,2,0.00545,1.460,367
"theverge.com","banner","Connected Device","Chicago","",759,3,0.00395,1.059,759
"espn.com","video","Tablet","Phoenix","",359,1,0.00279,0.746,359
"forbes.com","native","Tablet","Chicago","",385,1,0.00260,0.696,385
"forbes.com","video","Connected TV","Los Angeles","",393,4,0.01018,2.726,393
"nytimes.com","video","Connected TV","Miami","",372,3,0.00807,2.160,372
"buzzfeed.com","video","Phone","Dallas-Ft. Worth","",394,0,0.00000,0.000,394
"buzzfeed.com","native","Personal Computer","Phoenix","",358,0,0.00000,0.000,358
"techcrunch.com","video","Set Top Box","Houston","",379,0,0.00000,0.000,379
"forbes.com","video","Phone","Dallas-Ft. Worth","",386,1,0.00259,0.694,386
"forbes.com","native","Phone","Miami","",390,2,0.00513,1.374,390
"forbes.com","banner","Connected TV","Miami","",726,2,0.00276,0.738,726
"theverge.com","banner","Phone","Chicago","",707,2,0.00283,0.758,707
"tmz.com","video","Mobile/Tablet","Chicago","",379,3,0.00792,2.121,379
"buzzfeed.com","video","Personal Computer","Dallas-Ft. Worth","",359,2,0.00557,1.492,359
"techcrunch.com","native","Mobile/Tablet","Los Angeles","",369,2,0.00542,1.452,369
"buzzfeed.com","banner","Tablet","Houston","",763,1,0.00131,0.351,763
"buzzfeed.com","banner","Connected TV","Chicago","",765,8,0.01046,2.802,765
"tmz.com","native","Connected TV","Atlanta","",408,2,0.00490,1.313,408
"theverge.com","video","Personal Computer","Houston","",419,2,0.00477,1.279,419
"cnn.com","video","Phone","Los Angeles","",396,2,0.00505,1.353,396
"tmz.com","video","Personal Computer","Chicago","",398,0,0.00000,0.000,398
"espn.com","banner","Personal Computer","Dallas-Ft. Worth","",736,4,0.00544,1.456,736
"buzzfeed.com","banner","Personal Computer","New York","",767,2,0.00261,0.699,767
"nytimes.com","video","Tablet","Los Angeles","",382,1,0.00262,0.701,382
"cnn.com","native","Set Top Box","Atlanta","",392,1,0.00255,0.683,392
"theverge.com","video","Set Top Box","Phoenix","",377,1,0.00265,0.711,377
"washingtonpost.com","video","Set Top Box","Miami","",349,3,0.00860,2.303,349
"tmz.com","video","Tablet","Dallas-Ft. Worth","",336,0,0.00000,0.000,336
"washingtonpost.com","video","Connected TV","Miami","",353,1,0.00283,0.759,353
"variety.com","video","Tablet","Dallas-Ft. Worth","",398,1,0.00251,0.673,398
"theverge.com","banner","Set Top Box","Houston","",788,0,0.00000,0.000,788
"weather.com","native","Connected Device","Dallas-Ft. Worth","",377,0,0.00000,0.000,377
"nytimes.com","banner","Connected Device","New York","",748,3,0.00401,1.074,748
"tmz.com","native","Connected Device","Phoenix","",364,1,0.00275,0.736,364
"espn.com","video","Mobile/Tablet","Philadelphia","",379,2,0.00528,1.414,379
"people.com","banner","Connected TV","New York","",771,1,0.00130,0.347,771
"forbes.com","native","Set Top Box","Dallas-Ft. Worth","",351,2,0.00570,1.526,351
"people.com","video","Mobile/Tablet","New York","",388,3,0.00773,2.071,388
"cnn.com","banner","Connected TV","Los Angeles","",751,1,0.00133,0.357,751
"cnn.com","native","Connected TV","Phoenix","",379,1,0.00264,0.707,379
"washingtonpost.com","native","Connected Device","Los Angeles","",404,1,0.00248,0.663,404
"espn.com","banner","Connected Device","Los Angeles","",787,2,0.00254,0.681,787
"cnn.com","banner","Mobile/Tablet","Chicago","",779,2,0.00257,0.688,779
"tmz.com","banner","Connected Device","Houston","",787,3,0.00381,1.021,787
"cnn.com","video","Mobile/Tablet","Atlanta","",416,0,0.00000,0.000,416
"cnn.com","native","Connected Device","Los Angeles","",393,1,0.00255,0.682,393
"foxnews.com","video","Connected Device","Los Angeles","",391,2,0.00512,1.370,391
"forbes.com","banner","Mobile/Tablet","Chicago","",806,4,0.00496,1.329,806
"weather.com","native","Tablet","Philadelphia","",398,1,0.00251,0.673,398
"washingtonpost.com","banner","Tablet","Chicago","",751,3,0.00400,1.070,751
"people.com","banner","Connected TV","Phoenix","",803,10,0.01245,3.336,803
"techcrunch.com","banner","Connected Device","Houston","",797,3,0.00376,1.008,797
"theverge.com","native","Connected Device","Dallas-Ft. Worth","",391,2,0.00512,1.370,391
"bbc.com","video","Connected Device","Chicago","",386,2,0.00518,1.388,386
"bbc.com","banner","Connected TV","Los Angeles","",783,2,0.00255,0.684,783
"theverge.com","banner","Set Top Box","Chicago","",793,1,0.00126,0.338,793
"people.com","video","Set Top Box","Houston","",367,5,0.01362,3.650,367
"cnn.com","video","Personal Computer","Dallas-Ft. Worth","",375,1,0.00267,0.714,375
"weather.com","native","Set Top Box","Miami","",390,0,0.00000,0.000,390
"cnet.com","native","Personal Computer","Philadelphia","",370,0,0.00000,0.000,370
"tmz.com","native","Connected TV","Houston","",358,3,0.00838,2.245,358
"washingtonpost.com","native","Set Top Box","Dallas-Ft. Worth","",379,0,0.00000,0.000,379
"theverge.com","banner","Phone","Los Angeles","",772,2,0.00259,0.694,772
"espn.com","native","Connected Device","Denver","",383,2,0.00522,1.399,383
"bbc.com","banner","Set Top Box","Atlanta","",827,1,0.00121,0.324,827
"buzzfeed.com","native","Mobile/Tablet","Denver","",382,0,0.00000,0.000,382
"tmz.com","native","Phone","Dallas-Ft. Worth","",407,2,0.00491,1.316,407
"variety.com","video","Connected Device","Denver","",380,4,0.01053,2.820,380
"people.com","banner","Connected Device","Miami","",711,2,0.00281,0.754,711
"cnet.com","video","Connected Device","Miami","",364,2,0.00550,1.472,364
"nytimes.com","banner","Set Top Box","Chicago","",743,1,0.00135,0.361,743
"cnn.com","banner","Phone","Miami","",762,6,0.00787,2.109,762
"weather.com","native","Connected TV","Houston","",387,7,0.01809,4.845,387
"variety.com","banner","Connected TV","Philadelphia","",762,3,0.00394,1.055,762
"theverge.com","banner","Tablet","Phoenix","",754,2,0.00265,0.711,754
"washingtonpost.com","native","Set Top Box","Phoenix","",382,1,0.00262,0.701,382
"variety.com","native","Mobile/Tablet","Philadelphia","",393,1,0.00255,0.682,393
"techcrunch.com","video","Connected TV","Philadelphia","",377,3,0.00796,2.132,377
"tmz.com","video","Phone","Atlanta","",368,2,0.00544,1.456,368
"tmz.com","video","Mobile/Tablet","Atlanta","",390,0,0.00000,0.000,390
"theverge.com","video","Personal Computer","Los Angeles","",410,2,0.00488,1.307,410
"foxnews.com","video","Personal Computer","Chicago","",365,2,0.00548,1.468,365
"espn.com","native","Tablet","Houston","",369,0,0.00000,0.000,369
"buzzfeed.com","native","Connected Device","Los Angeles","",384,1,0.00260,0.698,384
"weather.com","banner","Connected Device","Chicago","",790,6,0.00760,2.035,790
"people.com","native","Personal Computer","Chicago","",361,1,0.00277,0.742,361
"theverge.com","native","Tablet","New York","",388,1,0.00258,0.690,388
"foxnews.com","native","Personal Computer","Houston","",362,3,0.00829,2.220,362
"cnn.com","video","Phone","Chicago","",356,3,0.00843,2.257,356
"espn.com","native","Mobile/Tablet","Phoenix","",382,2,0.00524,1.403,382
"tmz.com","native","Mobile/Tablet","Miami","",360,0,0.00000,0.000,360
"bbc.com","native","Connected Device","Atlanta","",388,2,0.00516,1.381,388
"washingtonpost.com","banner","Connected Device","Los Angeles","",730,0,0.00000,0.000,730
"nytimes.com","native","Tablet","Atlanta","",348,0,0.00000,0.000,348
"tmz.com","banner","Personal Computer","Los Angeles","",800,3,0.00375,1.005,800
"foxnews.com","video","Connected Device","New York","",388,2,0.00516,1.381,388
"washingtonpost.com","banner","Phone","Miami","",744,2,0.00269,0.720,744
"cnn.com","video","Connected Device","Philadelphia","",382,1,0.00262,0.701,382
"buzzfeed.com","banner","Mobile/Tablet","Phoenix","",782,1,0.00128,0.343,782
"cnn.com","banner","Mobile/Tablet","Miami","",785,1,0.00127,0.341,785
"variety.com","native","Mobile/Tablet","Dallas-Ft. Worth","",373,2,0.00536,1.436,373
"forbes.com","banner","Connected TV","Los Angeles","",780,9,0.01154,3.091,780
"espn.com","video","Personal Computer","New York","",381,0,0.00000,0.000,381
"weather.com","banner","Phone","Los Angeles","",774,3,0.00388,1.038,774
"nytimes.com","banner","Phone","Chicago","",821,1,0.00122,0.326,821
"nytimes.com","native","Phone","Philadelphia","",383,1,0.00261,0.699,383
"people.com","banner","Connected Device","Philadelphia","",780,3,0.00385,1.030,780
"foxnews.com","video","Tablet","Chicago","",359,1,0.00279,0.746,359
"espn.com","video","Tablet","New York","",341,1,0.00293,0.786,341
"nytimes.com","banner","Connected TV","Houston","",779,8,0.01027,2.751,779
"theverge.com","video","Connected Device","Philadelphia","",403,0,0.00000,0.000,403
"tmz.com","native","Connected TV","Philadelphia","",398,4,0.01005,2.692,398
"people.com","video","Connected TV","Los Angeles","",373,3,0.00804,2.155,373
"techcrunch.com","video","Connected TV","Dallas-Ft. Worth","",398,3,0.00754,2.019,398
"techcrunch.com","video","Mobile/Tablet","Chicago","",396,0,0.00000,0.000,396
"variety.com","banner","Set Top Box","Denver","",740,2,0.00270,0.724,740
"cnn.com","banner","Connected TV","New York","",771,4,0.00519,1.390,771
"espn.com","native","Tablet","Phoenix","",420,1,0.00238,0.638,420
"techcrunch.com","banner","Tablet","Houston","",837,1,0.00120,0.320,837
"variety.com","video","Connected Device","Philadelphia","",353,2,0.00567,1.518,353
"nytimes.com","video","Set Top Box","Atlanta","",387,1,0.00258,0.692,387
"theverge.com","banner","Tablet","Dallas-Ft. Worth","",773,1,0.00129,0.347,773
"buzzfeed.com","video","Set Top Box","Miami","",395,0,0.00000,0.000,395
"nytimes.com","video","Connected Device","Miami","",362,0,0.00000,0.000,362
"techcrunch.com","video","Mobile/Tablet","Los Angeles","",365,1,0.00274,0.734,365
"forbes.com","video","Personal Computer","Dallas-Ft. Worth","",409,0,0.00000,0.000,409
"cnet.com","video","Tablet","Chicago","",375,2,0.00533,1.429,375
"people.com","native","Mobile/Tablet","Chicago","",376,4,0.01064,2.850,376
"weather.com","banner","Personal Computer","Los Angeles","",776,3,0.00387,1.036,776
"washingtonpost.com","banner","Connected Device","Philadelphia","",782,1,0.00128,0.343,782
"bbc.com","native","Set Top Box","Denver","",352,0,0.00000,0.000,352
"buzzfeed.com","video","Mobile/Tablet","Phoenix","",369,4,0.01084,2.904,369
"weather.com","native","Set Top Box","Los Angeles","",401,5,0.01247,3.340,401
"techcrunch.com","video","Phone","Atlanta","",366,1,0.00273,0.732,366
"weather.com","video","Phone","Denver","",379,2,0.00528,1.414,379
"forbes.com","banner","Phone","Los Angeles","",742,4,0.00539,1.444,742
"weather.com","banner","Mobile/Tablet","Philadelphia","",770,4,0.00520,1.392,770
"cnet.com","native","Mobile/Tablet","Atlanta","",389,2,0.00514,1.377,389
"forbes.com","banner","Connected Device","Denver","",767,1,0.00130,0.349,767
"bbc.com","native","Connected TV","Miami","",368,2,0.00544,1.456,368
"tmz.com","banner","Phone","New York","",800,3,0.00375,1.005,800
"bbc.com","native","Connected Device","Phoenix","",372,4,0.01075,2.881,372
"foxnews.com","video","Personal Computer","Phoenix","",385,1,0.00260,0.696,385
"tmz.com","banner","Tablet","Los Angeles","",765,2,0.00261,0.700,765
"weather.com","video","Set Top Box","Miami","",385,0,0.00000,0.000,385
"variety.com","banner","Personal Computer","Dallas-Ft. Worth","",801,2,0.00250,0.669,801
"weather.com","native","Personal Computer","Atlanta","",400,1,0.00250,0.670,400
"cnet.com","video","Mobile/Tablet","Phoenix","",340,1,0.00294,0.788,340
"techcrunch.com","native","Set Top Box","New York","",379,2,0.00528,1.414,379
"tmz.com","video","Phone","Los Angeles","",399,1,0.00251,0.671,399
"washingtonpost.com","banner","Connected Device","Chicago","",767,3,0.00391,1.048,767
"foxnews.com","native","Phone","New York","",392,1,0.00255,0.683,392
"theverge.com","native","Set Top Box","Miami","",401,3,0.00748,2.004,401
"people.com","native","Connected Device","Phoenix","",354,1,0.00283,0.757,354
"bbc.com","banner","Connected TV","Dallas-Ft. Worth","",729,2,0.00274,0.735,729
"forbes.com","video","Connected TV","Denver","",380,0,0.00000,0.000,380
"variety.com","banner","Connected Device","Dallas-Ft. Worth","",761,2,0.00263,0.704,761
"buzzfeed.com","video","Set Top Box","Atlanta","",354,1,0.00283,0.757,354
"nytimes.com","banner","Connected TV","Phoenix","",797,3,0.00376,1.008,797
"weather.com","banner","Connected TV","Dallas-Ft. Worth","",801,5,0.00624,1.672,801
"bbc.com","banner","Phone","Los Angeles","",766,0,0.00000,0.000,766
"theverge.com","native","Phone","Los Angeles","",347,1,0.00288,0.772,347
"weather.com","video","Tablet","Houston","",400,1,0.00250,0.670,400
"cnet.com","native","Phone","Denver","",367,1,0.00273,0.730,367
"foxnews.com","banner","Tablet","Houston","",779,3,0.00385,1.032,779
"cnn.com","video","Connected Device","Miami","",421,2,0.00475,1.273,421
"nytimes.com","native","Mobile/Tablet","Philadelphia","",424,6,0.01415,3.791,424
"nytimes.com","native","Phone","Miami","",384,2,0.00521,1.395,384
"washingtonpost.com","banner","Personal Computer","Dallas-Ft. Worth","",716,2,0.00279,0.748,716
"foxnews.com","banner","Tablet","Philadelphia","",750,0,0.00000,0.000,750
"variety.com","banner","Connected TV","Miami","",790,2,0.00253,0.678,790
"people.com","video","Connected Device","Miami","",370,0,0.00000,0.000,370
"theverge.com","native","Connected TV","Atlanta","",391,2,0.00512,1.370,391
"weather.com","banner","Personal Computer","Atlanta","",798,5,0.00627,1.679,798
"espn.com","native","Connected TV","Los Angeles","",384,4,0.01042,2.791,384
"people.com","video","Tablet","Atlanta","",390,0,0.00000,0.000,390
"espn.com","video","Mobile/Tablet","Chicago","",323,0,0.00000,0.000,323
"theverge.com","native","Tablet","Denver","",384,1,0.00260,0.698,384
"cnn.com","video","Set Top Box","Atlanta","",402,1,0.00249,0.666,402
"foxnews.com","banner","Phone","Los Angeles","",756,3,0.00397,1.063,756
"cnet.com","native","Connected TV","Phoenix","",390,1,0.00256,0.687,390
"foxnews.com","native","Personal Computer","Los Angeles","",361,1,0.00277,0.742,361
"people.com","video","Mobile/Tablet","Denver","",394,3,0.00761,2.040,394
"buzzfeed.com","native","Personal Computer","Miami","",393,1,0.00255,0.682,393
"nytimes.com","video","Phone","Chicago","",393,1,0.00255,0.682,393
"washingtonpost.com","video","Connected Device","Dallas-Ft. Worth","",364,1,0.00275,0.736,364
"techcrunch.com","video","Connected TV","Houston","",399,2,0.00501,1.343,399
"cnn.com","native","Mobile/Tablet","Miami","",398,3,0.00754,2.019,398
"buzzfeed.com","banner","Tablet","Dallas-Ft. Worth","",783,3,0.00383,1.026,783
"variety.com","video","Connected TV","Chicago","",377,2,0.00531,1.421,377
"techcrunch.com","video","Connected Device","Chicago","",368,0,0.00000,0.000,368
