"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","FIRST_VISIT_DATE","TOTAL_VISITS","TOTAL_VISITORS","CONTACT_EMAIL_SHA256"
"clear-hub.com","Clear Hub","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-06-07",14,4,"f940182bf235f20a0de0978825de1387fc09c8261b930d220f2ca41b91a04294"
"blue-data.com","Blue Data","Manufacturing","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-07-30",8,6,""
"rapid-group.com","Rapid Group","Real Estate","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity","2026-09-21",350,45,""
"global-group.com","Global Group","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-30",3,1,""
"cyber-io.com","Cyber Io","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL","2026-07-24",165,19,"ad5b085b7552b655c45b8937c1d3a82f470d444df0e61ff2f7eafac8aabe6305"
"apex-cloud.com","Apex Cloud","Construction","Small ($1MM-$10MM)","Small (10-49)","Engaged","2026-05-29",41,8,"7a0a9b36cc774a3eb21f836fc0f63dc406a4902313979fd5fdf76072c287af0c"
"prime-cloud.com","Prime Cloud","Real Estate","Micro ($0-$1MM)","Small (10-49)","Opportunity","2026-05-03",204,10,"a3a9ae1f9c88fa2892d6943a1e5f13948f8cdc8bd26510d805e54cee78e35ee8"
"stellar-cloud.com","Stellar Cloud","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-06-11",10,2,"507bf52860fa39d42b01991e1c85fb98f1d00cc948b2ae08d9f99bc252d42ab0"
"cyber-cloud.com","Cyber Cloud","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-08-21",32,17,""
"vertex-works.com","Vertex Works","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-06-21",5,1,""
"swift-solutions.com","Swift Solutions","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-05-09",1,1,"95d5018133f4f70a8c2e2b00a43579e1c19520edb1caa16efcbc7bed9a98a60d"
"peak-io.com","Peak Io","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-05-11",55,18,"5b0afbccd4b1b1ae1f638a1dc9f4e302d9a5bb1443d4de0392f24296bc2e981c"
"swift-solutions.com","Swift Solutions","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-08-06",4,1,"67136fce985ff131d8799a1e6437e7b339f4c6a513c6a011a800ea91a6d1b369"
"stellar-hub.com","Stellar Hub","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-07-31",11,3,"51256103834c160486d3875428b5fd16c023c4b2473789a1c0ef0484fcbc381b"
"core-systems.com","Core Systems","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-06-20",122,7,"d48a0f84b018b81d31fe9360791535225dd3091f4f2b6464f8735d4cae67145c"
"global-systems.com","Global Systems","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-04-24",1,1,""
"blue-media.com","Blue Media","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-04-26",18,5,""
"peak-corp.com","Peak Corp","Health, Wellness and Fitness","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-07-14",17,6,""
"nova-labs.com","Nova Labs","Legal Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-09-09",94,11,"41e303987c7b208bcb26c6dcfd4b0171a1a96337b0396fb4d23d38803a77965c"
"clear-data.com","Clear Data","Telecommunications","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-20",1,1,""
"iron-inc.com","Iron Inc","Legal Services","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-05-17",146,18,"293fd597c785bffd064422e681637b211fa621860188a86f6072385df1e64ab3"
"apex-media.com","Apex Media","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-08-23",96,17,""
"iron-inc.com","Iron Inc","Construction","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL","2026-05-11",57,10,"71d5e700209988e6ca09cf923bae1a269f1c6b6d2669da9e62e93173eec978a6"
"nexus-cloud.com","Nexus Cloud","Insurance","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-11",5,1,""
"cyber-media.com","Cyber Media","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-08-06",3,1,"d99b16de0d3e9a4af1b862853fd0fc8a5ad757ef842d319e12a26e43192230ad"
"bright-corp.com","Bright Corp","Financial Services","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-07-14",2,1,""
"global-works.com","Global Works","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-09-01",148,28,""
"global-hub.com","Global Hub","Construction","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-22",3,1,""
"clear-data.com","Clear Data","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL","2026-06-04",120,19,"7e19814321da36c7a929d542cd8dce9c15ac2f4337be5568981bfe4be6353dfb"
"nexus-systems.com","Nexus Systems","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-06-30",60,9,"a91c4929a7583971aaffc412d851655a918a53bdb891a0b3653d5fe119dfd815"
"nexus-net.com","Nexus Net","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-07-31",18,5,""
"blue-solutions.com","Blue Solutions","Retail","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-06-16",55,25,""
"apex-corp.com","Apex Corp","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Opportunity","2026-04-16",121,49,""
"iron-cloud.com","Iron Cloud","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-08-01",3,1,"1296553eb4cba1212b4f43bff0ad9d4bf7e613c5d8d46b8071450c331e99ce06"
"bright-solutions.com","Bright Solutions","Construction","Large ($100MM-$200MM)","Large (1,000-4,999)","Opportunity","2026-07-01",249,32,"984105c43d630c2512d6863579a05a09baaebd6f74716858e8a1ec068dcf273d"
"peak-digital.com","Peak Digital","Automotive","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL","2026-05-30",101,22,""
"smart-systems.com","Smart Systems","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-06-29",13,9,"2106adb741857a7f860db2a3d13ec07f5a673c3ac41f1d4ff241c8fc2481324a"
"apex-systems.com","Apex Systems","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-04-27",102,16,""
"acme-net.com","Acme Net","E-Learning","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-30",17,2,"54420591eb75bee9941d05692d5cd9effc605cba48d2f68f6353b5e045224b5b"
"acme-systems.com","Acme Systems","Food & Beverages","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-07-14",4,6,""
"green-solutions.com","Green Solutions","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-08-08",21,1,"2c5b59abddb6430623675effac74635270fbad2ffa1669ed2ef422a8040fef04"
"green-tech.com","Green Tech","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Opportunity","2026-07-10",446,30,"26bb29daeda1c2e6819a46d5e91d691cf3e6aa1568414a232837acde98a094df"
"nexus-inc.com","Nexus Inc","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-13",5,5,""
"core-data.com","Core Data","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL","2026-07-10",75,13,"829382dc0176d921cf96402f08d7a1494b565e5a1bf058d9660bbc1010b3f243"
"stellar-works.com","Stellar Works","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-07-19",55,8,"7f9311d89ed554d477bec1c6241157fab9a652eca390354c405c5af99bca7349"
"global-systems.com","Global Systems","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity","2026-04-09",54,19,"5263359871744dd28524a7c91742d2fd0b1becef18e58a4626485df2499a5b45"
"core-group.com","Core Group","E-Learning","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-01",4,1,""
"clear-systems.com","Clear Systems","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-04-23",12,6,""
"nova-net.com","Nova Net","E-Learning","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL","2026-08-30",96,29,""
"stellar-cloud.com","Stellar Cloud","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-04-09",78,8,"2dc12a0d8f39878653b51e925125d3024c0e8484f4a769213ac701a1527634d3"
"bright-corp.com","Bright Corp","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-05-15",3,1,"1db5f838a9b5a6b547e15f14dd9cdfded4243c60ad7f5b7f591eebcf2f05c36a"
"atlas-data.com","Atlas Data","Entertainment","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-05-15",1,1,""
"green-tech.com","Green Tech","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-05-14",85,12,"715f22f6390e5b91a7be9eb1e2b274525e65509d021bb806e79be2f86287e121"
"bright-corp.com","Bright Corp","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-08-24",5,1,"da3d99ba3bb3746e3701e76c389b5ae062019fb124b7fde0a3866d6d73baf5d4"
"smart-inc.com","Smart Inc","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-05-14",12,4,"d3865705ae6fe6b87543573ad7df821a09f797343a931def5dac5df6c9d436ea"
"cyber-data.com","Cyber Data","Financial Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-09-22",2,1,"7eee6fa87d9e5e72420faf5e640817c79410562404121eed37c7eec370a39c7b"
"peak-data.com","Peak Data","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-07-23",4,1,"a0e47d4c82c82fa08d9c12f823002ae4d7e5533cc541952290d688fd6667738d"
"global-tech.com","Global Tech","Telecommunications","Micro ($0-$1MM)","Small (10-49)","Aware","2026-09-14",17,1,"da07c07f5b717f651ae7284504769eadccca35c474942cb5560fb3aa23a1ed12"
"blue-solutions.com","Blue Solutions","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-05-13",17,3,"5ea39088065651f9844b87d8a1f5cda9138daf6086c824f3ca357d89734f4b2d"
"rapid-works.com","Rapid Works","Logistics and Supply Chain","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-05-08",2,1,"c15b3afc9063798124da50d2fac7ec37cb0ae1be2825978bbd269d6ee569f970"
"vertex-hub.com","Vertex Hub","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-09-18",70,16,""
"rapid-io.com","Rapid Io","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-06",3,1,""
"apex-systems.com","Apex Systems","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-27",1,1,"7e5f59f4b1bd694457749f80d3fc074c69c5af62c91287a1c85ad3fc9ffae696"
"cyber-net.com","Cyber Net","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-08-23",38,5,"7ca28e0fde79b114ea446f3b73b1610aff56f948b5a43e0284d3e64b5ed003e6"
"acme-hub.com","Acme Hub","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-09-01",78,9,"cc90620363669825df8f8e368b53532815e2d53886ea97beb3b17ebae954490d"
"bright-group.com","Bright Group","Education Management","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-09-01",81,10,"e09e42856fe71af35b0fc947f3f95cd4949d943bdc43d6307b4ca0a3bab74a47"
"core-hub.com","Core Hub","Management Consulting","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-08-25",4,1,"cbe18a936ec0023911cd3fbbdb8fa6541963f69848e9df47dae6deca7ba77b6c"
"acme-corp.com","Acme Corp","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-05-17",2,1,""
"iron-systems.com","Iron Systems","Education Management","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-09-21",4,1,"805b7490e532a64c3ad0b9f0a87f969b8fb31e18a5af7f4bfa8ef0f734c021ba"
"apex-data.com","Apex Data","Management Consulting","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-05-16",12,4,""
"peak-labs.com","Peak Labs","Legal Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-02",2,1,""
"core-tech.com","Core Tech","E-Learning","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-08-22",5,1,""
"green-inc.com","Green Inc","E-Learning","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-04-16",3,6,""
"green-data.com","Green Data","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Opportunity","2026-08-13",75,27,"d5de6dc2a146f0d8cf0b1abcd30f3b90350b71c24ca042d7ca95bdc5ffba40e2"
"smart-inc.com","Smart Inc","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-07-20",32,5,"4ba72d6ed93a08fcdcf20313a18593611e241886ddcdd055598f977b643e7bda"
"nexus-systems.com","Nexus Systems","Manufacturing","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged","2026-09-04",77,11,"b26f93970d1822c511f57adf59ff77e91e4e5d3e2ae9b505f0f896508fdfd1d4"
"global-digital.com","Global Digital","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-11",5,1,"98933d446aa65a0e42647304f9bb10789007674cde90a10a23d45629fa851a54"
"nexus-solutions.com","Nexus Solutions","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-05-28",3,1,"27a839ca8d42c0227dddf0c7afc34ae034c673de29fe978aadff51332d17db89"
"global-works.com","Global Works","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-08-15",79,9,"87f3b126dc92c8f59e53a15d68325683541e52af080ecbfdfb1cb3135d4ccb9c"
"rapid-digital.com","Rapid Digital","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-08-12",49,18,""
"peak-group.com","Peak Group","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-03-31",2,1,""
"smart-data.com","Smart Data","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-07-22",13,3,"6496bc01e02f3e19ebd970cdecf928c2964304c46329283ce8a25edfe5d793c3"
"nova-works.com","Nova Works","Management Consulting","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-04-15",99,11,"b12311be99ca005e8de4be5de51b21506142ee6994e1293adcd8057d57811563"
"bright-solutions.com","Bright Solutions","Education Management","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-04",8,5,""
"iron-media.com","Iron Media","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-08-19",30,19,"98f3316d2722ce8f8b9cfecf3f0fd685b25e578284fa3a10437182f1d0f9665d"
"apex-solutions.com","Apex Solutions","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-08-04",8,5,""
"nexus-inc.com","Nexus Inc","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-14",21,3,"b5c0f89603bd94eacbc284872282f3ccce201b0b138f61d7ee7ddf4cd3bcfbef"
"cyber-systems.com","Cyber Systems","Telecommunications","XXLarge ($1B+)","XXLarge (10,000+)","Opportunity","2026-08-16",140,48,""
"bright-tech.com","Bright Tech","Health, Wellness and Fitness","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-03-31",9,6,""
"iron-data.com","Iron Data","Food & Beverages","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-09-15",9,3,"ae3d4a72132e17a32b3ee7470780d3561f660b0d1ff5359acfa4dfa3fe633334"
"prime-digital.com","Prime Digital","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-06-23",12,3,"72f2c12caf087c890e89e28d00879aeffb9fbc9756f52cf1051328031955692a"
"peak-works.com","Peak Works","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-04-17",3,1,""
"peak-systems.com","Peak Systems","E-Learning","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-07-24",13,4,""
"acme-digital.com","Acme Digital","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Engaged","2026-07-23",30,18,""
"bright-inc.com","Bright Inc","Telecommunications","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-05-24",1,1,"ec818868fc96d3035cde66ef6dbddb942e727b19a1ce3eb7e2b1de4c2203a7c8"
"apex-solutions.com","Apex Solutions","Consumer Goods","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-08-31",4,1,""
"bright-digital.com","Bright Digital","Financial Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-04-04",97,14,""
"peak-solutions.com","Peak Solutions","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-04-04",12,5,""
"vertex-solutions.com","Vertex Solutions","Automotive","Micro ($0-$1MM)","Small (10-49)","MQL","2026-09-06",161,24,""
"clear-solutions.com","Clear Solutions","Financial Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged","2026-08-11",96,15,""
"swift-inc.com","Swift Inc","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-05-10",3,2,"cb2bebdb08ce716a8b46fd9a57c2f11107d34f3226515bafa3445fc2e0e46852"
"rapid-io.com","Rapid Io","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-08-31",5,1,"b16b136c2c6a389a382690dc4f949943bf8398aa74344285c582a2f63d12e70a"
"rapid-inc.com","Rapid Inc","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL","2026-05-28",63,11,"7d8213584bf0c69592d643f6d6728fbd9894739678c45064737a1415f84c0d2e"
"atlas-io.com","Atlas Io","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-08-11",16,4,"1a56b5503369754297527920a5afe92843fdae25c2b5043e4bc06b9c676c2a77"
"smart-inc.com","Smart Inc","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-06",15,3,"088c935374af4f8c67ba7f70d987de9350c4e88d2af25abd49076a073f6e35fc"
"vertex-media.com","Vertex Media","Education Management","Micro ($0-$1MM)","Small (10-49)","Aware","2026-05-18",14,5,""
"atlas-media.com","Atlas Media","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-28",2,1,"0939352bbdd6d51d97957e2d7995081a174b8740e6efe49dd057fe9fd0662cf4"
"core-group.com","Core Group","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-21",5,1,""
"prime-works.com","Prime Works","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-08-04",5,3,"f8a4770cc81592ec91585eaa4b2dc99d7980dc0cc08f79a04fd33242b67078e1"
"iron-corp.com","Iron Corp","Entertainment","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL","2026-09-08",210,20,""
"apex-group.com","Apex Group","Financial Services","Micro ($0-$1MM)","Small (10-49)","Aware","2026-06-23",20,2,"e3dbdb930da9407e8ef9b3cca0fdc0cfcb172d3d981830fe796d50dbd663c896"
"vertex-digital.com","Vertex Digital","Retail","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-05-08",79,13,"7e5510a708fa87e77973d3952c1cf95cbff0aecf12426c933e26c85f5526d47f"
"vertex-data.com","Vertex Data","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-07-04",5,1,"b8fe5a0c08c319be4fd55a3073c643bbbed11f78f8b4ed0cec3d16e000704095"
"apex-io.com","Apex Io","Health, Wellness and Fitness","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-04-05",5,1,"6c5c9938cda20c13237fcb0f1e6b33eb7ea347f28e67f4ed6dbe833907ad7bc1"
"nexus-digital.com","Nexus Digital","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-05-23",12,4,"34e1df485ad6073cd6241c7344021844a5948883618732dd347c12018c4f5a03"
"green-labs.com","Green Labs","Consumer Goods","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-05-02",100,12,""
"smart-tech.com","Smart Tech","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-06-10",1,1,""
"cyber-tech.com","Cyber Tech","Telecommunications","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware","2026-04-22",12,4,""
"stellar-hub.com","Stellar Hub","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-07-16",3,1,"deca88e066af9ad2dbeb795bea88ce7c6205ecd42196871678d1b32129fa5654"
"atlas-data.com","Atlas Data","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-06-09",1,1,""
"clear-works.com","Clear Works","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-08-02",12,1,"10ac97afc39ca82b99c1569277d036ecd95e3b359f3686eeeb4d81968554ce6b"
"peak-tech.com","Peak Tech","Entertainment","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-04-22",3,1,""
"core-io.com","Core Io","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-08-09",1,1,"ce84e56b44266c458cd0774d6497ff2a4e7f0dcb3c069e0e0e09e7f9591fee97"
"cyber-digital.com","Cyber Digital","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-05-30",1,1,"a51bfb45b607128a539c4c023e66a129bc68e43b5892a74d7e7087d7c0c2f4a5"
"global-inc.com","Global Inc","Consumer Goods","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-01",10,4,"ef6d26f4911a01bc00e1d7b3db0b52b0888d0f6db5c1a5c4636c03a0964d840d"
